timestamp,demand_mw,observation_type,source,report_file
2026-08-28T03:00:00+05:30,2597.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE28Aug2026.pdf
2026-08-28T10:00:00+05:30,3636.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE28Aug2026.pdf
2026-08-28T16:00:00+05:30,3690.0,day_peak,MSLDC Daily System Operations Report,WEBSITE28Aug2026.pdf
2026-08-28T20:00:00+05:30,3275.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE28Aug2026.pdf
2026-08-29T03:00:00+05:30,2596.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE29Aug2026.pdf
2026-08-29T10:00:00+05:30,3564.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE29Aug2026.pdf
2026-08-29T16:00:00+05:30,3642.0,day_peak,MSLDC Daily System Operations Report,WEBSITE29Aug2026.pdf
2026-08-29T20:00:00+05:30,3352.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE29Aug2026.pdf
2026-08-30T03:00:00+05:30,2574.0,night_minimum,MSLDC Daily System Operations Report,WEBSITE30Aug2026.pdf
2026-08-30T10:00:00+05:30,2841.0,morning_peak,MSLDC Daily System Operations Report,WEBSITE30Aug2026.pdf
2026-08-30T16:00:00+05:30,3013.0,day_peak,MSLDC Daily System Operations Report,WEBSITE30Aug2026.pdf
2026-08-30T20:00:00+05:30,3034.0,evening_peak,MSLDC Daily System Operations Report,WEBSITE30Aug2026.pdf
